C:\Users\User\Documents\Arduino\CentrifugeV2MotorArduino\mcp4725_voltage\mcp4725_voltage.ino
MCP4725_VERSION: 0.4.0

Voltage:	0.00


1017ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.06] z[1.11] mag[1.11]1261000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.07] z[1.05] mag[1.05]1261500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.06] z[1.09] mag[1.09]1262000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.01] y[0.06] z[1.07] mag[1.07]1262500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.04] z[1.07] mag[1.07]1263000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.06] z[1.08] mag[1.08]1263500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.04] z[1.08] mag[1.08]1264000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.00] y[0.04] z[1.07] mag[1.07]1264500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.06] z[1.07] mag[1.07]1265000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.04] z[1.06] mag[1.07]1265500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.01] y[0.06] z[1.08] mag[1.08]1266000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.04] z[1.07] mag[1.07]1266500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.03] z[1.08] mag[1.08]1267000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.06] z[1.09] mag[1.09]1267500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.01] z[1.09] mag[1.09]1268000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.00] y[0.04] z[1.06] mag[1.06]1268500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.06] z[1.07] mag[1.07]1269000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.00] y[0.08] z[1.09] mag[1.09]1269500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.06] z[1.08] mag[1.08]1270000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.05] z[1.07] mag[1.08]1270500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.06] z[1.07] mag[1.07]1271000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.06] z[1.06] mag[1.06]1271500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.05] z[1.09] mag[1.09]1272000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.06] z[1.06] mag[1.07]1272500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.04] z[1.09] mag[1.09]1273000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.05] z[1.07] mag[1.07]1273500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.09] z[1.05] mag[1.06]1274000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.07] z[1.07] mag[1.07]1274500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.00] y[0.07] z[1.07] mag[1.07]1275000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.00] y[0.05] z[1.05] mag[1.05]1275500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.06] z[1.08] mag[1.08]1276000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.04] z[1.08] mag[1.08]1276500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.06] z[1.09] mag[1.09]1277000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.01] y[0.05] z[1.10] mag[1.10]1277500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.00] y[0.05] z[1.08] mag[1.08]1278000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.00] y[0.07] z[1.06] mag[1.07]1278500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.03] z[1.06] mag[1.07]1279000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.07] z[1.07] mag[1.07]1279500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.04] z[1.07] mag[1.07]1280000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.05] z[1.10] mag[1.10]1280500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.03] z[1.09] mag[1.09]1281000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.06] z[1.08] mag[1.08]1281500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.06] z[1.07] mag[1.07]1282000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.05] z[1.05] mag[1.05]1282500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.00] y[0.07] z[1.08] mag[1.08]1283000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.04] z[1.10] mag[1.10]1283500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.05] z[1.06] mag[1.07]1284000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.06] z[1.06] mag[1.07]1284500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.03] z[1.08] mag[1.08]1285000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.06] z[1.06] mag[1.06]1285500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.06] z[1.06] mag[1.07]1286000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.06] z[1.03] mag[1.04]1286500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.04] z[1.06] mag[1.06]1287000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.09] z[1.06] mag[1.06]1287500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.06] z[1.06] mag[1.06]1288000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.02] y[0.00] z[1.10] mag[1.10]1288500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.04] z[1.08] mag[1.08]1289000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.05] y[0.05] z[1.08] mag[1.09]1289500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.01] y[0.06] z[1.06] mag[1.07]1290000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.09] z[1.12] mag[1.12]1290500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.01] y[0.02] z[1.07] mag[1.07]1291000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.07] z[1.06] mag[1.07]1291500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.00] y[0.05] z[1.09] mag[1.09]1292000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.06] z[1.06] mag[1.06]1292500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.01] y[0.06] z[1.10] mag[1.10]1293000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.04] z[1.08] mag[1.08]1293500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.07] z[1.07] mag[1.07]1294000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.00] y[0.05] z[1.09] mag[1.09]1294500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.05] z[1.07] mag[1.07]1295000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.02] z[1.09] mag[1.09]1295500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.03] z[1.06] mag[1.07]1296000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.02] z[1.09] mag[1.09]1296500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.00] y[0.05] z[1.07] mag[1.07]1297000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.04] z[1.11] mag[1.11]1297500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.08] z[1.07] mag[1.07]1298000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.07] z[1.06] mag[1.07]1298500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.06] z[1.06] mag[1.06]1299000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.04] z[1.08] mag[1.08]1299500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.07] z[1.06] mag[1.06]1300000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.00] y[0.04] z[1.06] mag[1.06]1300500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.01] y[0.01] z[1.07] mag[1.07]1301000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.06] z[1.11] mag[1.11]1301500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.08] z[1.06] mag[1.07]1302000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.07] z[1.09] mag[1.09]1302500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.05] z[1.07] mag[1.08]1303000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.02] z[1.05] mag[1.05]1303500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.05] z[1.11] mag[1.11]1304000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.06] z[1.07] mag[1.07]1304500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.04] z[1.07] mag[1.08]1305000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.05] z[1.07] mag[1.07]1305500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.00] y[0.04] z[1.08] mag[1.08]1306000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.10] y[0.08] z[1.08] mag[1.09]1306500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.04] z[1.06] mag[1.06]1307000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.05] z[1.06] mag[1.07]1307500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.06] z[1.09] mag[1.09]1308000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.04] z[1.07] mag[1.08]1308500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.08] z[1.06] mag[1.07]1309000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.05] z[1.08] mag[1.08]1309500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.06] z[1.06] mag[1.07]1310000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.00] y[0.05] z[1.08] mag[1.08]1310500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.04] z[1.09] mag[1.09]1311000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.06] z[1.09] mag[1.09]1311500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.08] z[1.05] mag[1.05]1312000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.02] z[1.07] mag[1.07]1312500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.09] z[1.05] mag[1.06]1313000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.06] z[1.05] mag[1.05]1313500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.06] z[1.06] mag[1.06]1314000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.05] z[1.09] mag[1.09]1314500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.04] z[1.10] mag[1.10]1315000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.03] z[1.07] mag[1.07]1315500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.07] z[1.06] mag[1.07]1316000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.04] z[1.09] mag[1.09]1316500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.00] y[0.05] z[1.12] mag[1.12]1317000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.01] y[0.06] z[1.06] mag[1.06]1317500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.05] z[1.06] mag[1.07]1318000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.05] z[1.09] mag[1.09]1318500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.07] z[1.07] mag[1.07]1319000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.04] z[1.06] mag[1.06]1319500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.06] z[1.08] mag[1.08]1320000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.06] z[1.07] mag[1.07]1320500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.00] y[0.05] z[1.07] mag[1.07]1321000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.01] y[0.03] z[1.10] mag[1.10]1321500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.04] z[1.06] mag[1.06]1322000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.04] z[1.08] mag[1.08]1322500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.09] z[1.08] mag[1.08]1323000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.06] z[1.08] mag[1.08]1323500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.05] z[1.09] mag[1.09]1324000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.08] z[1.16] mag[1.17]1324500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.01] y[0.04] z[1.09] mag[1.09]1325000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.05] z[1.06] mag[1.07]1325500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.01] y[0.04] z[1.07] mag[1.07]1326000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.05] z[1.08] mag[1.08]1326500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.02] z[1.07] mag[1.07]1327000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.03] z[1.07] mag[1.07]1327500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.04] z[1.06] mag[1.06]1328000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.04] z[1.06] mag[1.06]1328500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.07] z[1.12] mag[1.12]1329000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.00] y[0.06] z[1.06] mag[1.06]1329500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.07] z[1.07] mag[1.07]1330000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[-0.00] z[1.08] mag[1.08]1330500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.05] z[1.07] mag[1.07]1331000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.05] z[1.07] mag[1.07]1331500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.05] z[1.06] mag[1.06]1332000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.04] z[1.06] mag[1.07]1332500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.06] z[1.07] mag[1.07]1333000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.04] z[1.07] mag[1.07]1333500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.07] z[1.07] mag[1.07]1334000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.05] z[1.07] mag[1.08]1334500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.04] z[1.06] mag[1.06]1335000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.02] z[1.09] mag[1.09]1335500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.05] y[0.01] z[1.16] mag[1.16]1336000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.05] y[0.06] z[1.09] mag[1.09]1336500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.07] z[1.06] mag[1.06]1337000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.06] z[1.07] mag[1.07]1337500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.06] z[1.11] mag[1.11]1338000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.09] z[1.08] mag[1.09]1338500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.07] z[1.06] mag[1.07]1339000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.08] z[1.10] mag[1.10]1339500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.04] z[1.08] mag[1.08]1340000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.05] z[1.07] mag[1.07]1340500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.04] z[1.06] mag[1.06]1341000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.00] y[0.03] z[1.08] mag[1.08]1341500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.05] z[1.13] mag[1.13]1342000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.04] z[1.06] mag[1.06]1342500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.01] y[0.04] z[1.10] mag[1.10]1343000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.00] y[0.07] z[1.07] mag[1.08]1343500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.04] z[1.06] mag[1.06]1344000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.03] z[1.08] mag[1.08]1344500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.00] y[0.06] z[1.08] mag[1.08]1345000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.01] y[0.05] z[1.10] mag[1.10]1345500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.07] z[1.06] mag[1.06]1346000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.08] z[1.12] mag[1.12]1346500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.07] z[1.09] mag[1.09]1347000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.05] z[1.07] mag[1.07]1347500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.08] z[1.09] mag[1.09]1348000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.04] z[1.08] mag[1.08]1348500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.00] y[0.05] z[1.07] mag[1.07]1349000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.03] z[1.07] mag[1.08]1349500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.08] z[1.07] mag[1.07]1350000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.03] z[1.08] mag[1.08]1350500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.07] z[1.08] mag[1.09]1351000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.08] z[1.07] mag[1.07]1351500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.06] z[1.09] mag[1.10]1352000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.07] z[1.07] mag[1.08]1352500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.06] z[1.07] mag[1.07]1353000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.05] z[1.07] mag[1.07]1353500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.05] z[1.07] mag[1.07]1354000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.07] z[1.07] mag[1.07]1354500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.03] z[1.15] mag[1.15]1355000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.04] z[1.07] mag[1.07]1355500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.05] z[1.10] mag[1.10]1356000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.03] z[1.08] mag[1.08]1356500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.05] z[1.08] mag[1.08]1357000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.04] z[1.06] mag[1.06]1357500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.01] y[0.05] z[1.06] mag[1.06]1358000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.07] z[1.07] mag[1.07]1358500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.03] z[1.08] mag[1.08]1359000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.05] z[1.06] mag[1.06]1359500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.05] z[1.08] mag[1.08]1360000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.05] z[1.06] mag[1.06]1360500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
